Data,F1,F2,F3,F4 ,F5,F6,F7,F8
7/1991,0.160215922,0.241390553,0.157184634,-0.084871029,0.002223372,0.103968334,-0.094836764,-0.152268197
8/1991,0.315466454,0.118484385,0.231825259,0.113780618,-0.158561561,-0.023010492,0.016012519,-0.010629589
9/1991,0.037664691,0.270490334,0.193616469,-0.001835513,-0.192678752,0.184064004,0.169196784,-0.227843368
10/1991,0.357598508,0.174056148,0.012460456,0.015517302,-0.051847776,-0.047658654,0.078625349,-0.085718625
11/1991,0.352688445,0.076420408,0.23501494,0.069139756,-0.102744644,0.053137875,0.185367696,-0.098201299
12/1991,0.505837343,0.184797902,-0.08233408,0.171994372,-0.08148585,-0.111365266,0.052238528,-0.076639273
1/1992,0.423113441,0.264880061,0.047203153,0.213649585,0.139881023,0.075797676,-0.354220233,0.10814491
2/1992,0.019427617,0.171326338,0.290084685,-0.169658739,0.104577901,0.190670352,0.178995224,-0.024904932
3/1992,-0.138169067,0.27349907,0.20258516,-0.273750344,0.193951435,0.194431153,0.027029051,0.05931413
4/1992,0.011156219,0.307397752,0.196442003,0.012618854,-0.070429078,0.0806004,0.022584996,0.007245828
5/1992,0.061146847,0.241138667,0.169205006,0.044186009,-0.020991989,0.081042219,0.0426664,-0.153656627
6/1992,0.199129057,0.113971229,0.156459394,-0.016922959,0.025946923,-0.068245601,0.073642045,-0.153717645
7/1992,0.081361913,0.352559384,0.165032784,0.246567285,-0.217383891,0.083680424,0.173483675,-0.128175894
8/1992,0.259484921,0.176918544,0.044629081,0.098495807,0.016163712,-0.198980919,0.012378687,-0.069349269
9/1992,0.216570216,0.170917163,0.104751805,0.010806357,0.017126107,0.027911002,0.074049438,0.082027887
10/1992,-0.05258666,0.242201142,0.221373233,-0.201472423,0.081846122,0.16150794,0.222399641,0.104522972
11/1992,-0.032798534,0.335195583,0.044457205,-0.280929908,0.275429069,0.007577436,-0.165757072,0.308831372
12/1992,-0.049766016,0.375586235,0.107593195,0.103830334,0.068831969,0.016098789,-0.220691794,-0.017207018
1/1993,-0.043521847,0.137800344,0.267091019,-0.035500756,-0.032193864,-0.117811536,0.139877278,0.13263413
2/1993,-0.047563852,0.251449167,0.139299797,0.10331777,-0.099246889,-0.111105316,-7.78E-04,0.074976732
3/1993,0.260772394,0.144831787,0.043542319,-0.016700982,-0.053853207,-0.183314561,0.009701869,-0.165105668
4/1993,-0.025247301,0.130983167,0.196902646,0.084593613,-0.07570552,-0.029259003,0.13668386,-0.031565369
5/1993,0.081377878,0.145437631,0.025953385,0.034924051,0.036116787,-0.168888135,-0.012708794,4.01E-05
6/1993,0.101391605,0.229362136,-0.043267472,-0.067333869,0.167375859,-0.016755419,-0.056446872,0.117322219
7/1993,-0.022703154,0.127718919,0.132699673,0.044074593,-0.024852411,-0.029947495,0.070496084,0.218472714
8/1993,0.115491614,0.143271333,0.138861362,0.117169685,0.032216239,-0.114095504,0.002353906,-0.018301505
9/1993,-0.056544832,0.170041579,0.058214608,0.123879331,-0.080408829,0.020360632,0.06168623,-0.045391496
10/1993,-0.174014744,0.022354812,0.350594839,-0.013596443,0.034421386,0.048168613,0.067843443,0.154758794
11/1993,-0.141417882,0.247124029,-0.088689876,-0.126610838,0.176265453,-0.082835233,-0.015195277,0.040024867
12/1993,-0.303525061,0.282133371,-0.036886834,0.095215803,0.045795829,-0.044238898,-0.11186147,0.047892636
1/1994,-0.03346396,0.070417017,0.169636282,-0.021832337,0.074551196,-0.068634961,-0.045219387,0.036832328
2/1994,-0.096359269,0.018417035,0.202845446,-0.12378721,0.15894017,-0.108479696,-0.015028476,-0.063950329
3/1994,-0.459758395,0.212931013,0.135338401,-0.177378635,0.158110985,-0.040282269,0.156057768,0.091765134
4/1994,-0.330347491,0.22172927,-0.041288852,-0.23157372,0.16519159,-0.217083332,0.147000595,-0.02926288
5/1994,-0.35676316,0.119682569,0.15630852,-0.146536756,0.117741084,-0.24448459,-0.025019444,-0.096859319
6/1994,-0.244292,0.061443166,0.203664762,0.000490116,-0.031656088,-0.141395633,0.048616798,-0.02811863
7/1994,-0.181490846,0.084948346,0.11304098,-0.035259373,0.028081014,-0.318052973,0.113712047,-0.201789195
8/1994,-0.326462716,0.154367458,0.12690974,-0.01087826,0.021233771,-0.034520873,-0.116405518,0.114943137
9/1994,-0.261761315,0.178201709,-0.103407897,-0.066884836,0.062075218,-0.272770626,-0.078011511,-0.123096841
10/1994,-0.380287754,0.224207993,0.140499505,-0.158317531,0.111752467,-0.05974026,0.042091845,-0.203345304
11/1994,-0.395434846,0.012836456,0.155115728,-0.181198147,0.031219244,-0.283338356,0.063110289,0.084354003
12/1994,-0.394423389,0.253099277,0.055948209,-0.14958389,0.071526078,-0.090205383,0.05586423,0.130825793
1/1995,-0.135522495,0.076332972,0.116127035,0.006984094,-0.051136256,-0.290767293,-0.003459288,-0.017568438
2/1995,0.04500846,0.017457591,0.023911694,0.060267473,-0.107997765,-0.220347881,-0.098497558,-0.155359026
3/1995,0.062990411,0.054278071,-0.017986298,0.167075019,-0.201146823,-0.13579965,0.05254222,-0.19265523
4/1995,0.210207827,-0.164327716,0.124938907,0.127367688,-0.096703565,-0.11388006,-0.006474862,-0.146139337
5/1995,0.209669128,0.129853062,-0.106039651,0.128995075,-0.099247796,0.111832917,-0.034517435,-0.017511133
6/1995,0.013809115,0.049163682,-0.005520826,0.246785563,-0.224247527,0.067186303,-0.057787558,0.082944226
7/1995,0.225818292,-0.072760903,-0.084105426,-0.009200602,0.101461059,-0.085076154,-0.152261309,-0.067070226
8/1995,-0.187016493,0.085681016,0.087177342,-0.123802736,0.043921817,0.327811159,0.049106738,0.234444443
9/1995,-0.044387724,0.055791253,-0.024408016,0.11929433,-0.114727625,0.135501495,-0.046135337,0.029778933
10/1995,0.193384979,-0.138170037,0.035539388,0.07791807,-0.016111207,-0.128777324,-0.038097383,-0.077298174
11/1995,0.11989282,0.048280481,-0.124155831,0.086652783,0.030590105,0.153953592,-0.043107498,0.122604331
12/1995,0.039320514,-0.01565862,0.162891412,0.129982686,-0.039221159,0.215118667,-0.068537188,-0.021152393
1/1996,0.445236077,-0.288199039,-0.036932962,0.029539431,0.055733988,-0.147365036,0.090375163,0.005230858
2/1996,-0.252402109,0.251289162,-0.108228031,0.138736343,-0.052553243,0.363574161,-0.109880866,0.240165335
3/1996,0.043005493,-0.162972168,0.140116957,-0.127811134,0.231296558,0.072682168,-0.061796684,-0.02727542
4/1996,-0.156649658,0.097860816,0.060931332,-0.102819035,0.127166689,0.234168804,0.101458708,-0.136148963
5/1996,-0.182885145,0.13397832,-0.090385635,0.010360195,0.077507572,0.094303617,-0.100862814,0.172143305
6/1996,-0.270400261,0.239475509,0.000877772,-0.003069214,0.060531805,0.013326511,-0.021793983,-0.064889022
7/1996,0.044176958,-0.10080819,-0.007273339,0.002430674,0.057656938,-0.127669427,0.112676326,0.062533743
8/1996,-0.062572226,0.14282029,0.07456044,0.171823211,-0.012504607,-0.07446904,-0.051902274,-0.045807941
9/1996,-0.199492191,0.013756438,0.195116099,-0.046841919,0.080710794,0.12680832,0.017737889,0.043915074
10/1996,0.089666855,0.000586798,0.018336649,0.200408639,-0.032954485,-0.093863609,-0.170599827,0.131271843
11/1996,-0.183166902,0.138460155,0.084095989,0.227578794,-0.118646635,0.127163602,-0.061685011,-0.08299534
12/1996,-0.099075795,0.080416416,0.019007478,-0.055088297,0.011419003,1.10E-03,0.07085826,0.07246446
1/1997,-0.044048992,0.071913339,-0.041427696,-0.102189674,0.132939559,0.014595716,-0.224168591,0.04161928
2/1997,-0.290415959,0.231795117,0.0284175,0.05973941,-0.017513643,0.210723927,-0.127758928,0.118260093
3/1997,-0.250690934,0.124483881,-0.072944947,-0.103467153,0.069987011,0.016547151,0.088674582,0.072076162
4/1997,-0.046710956,-0.036623971,-0.057389566,-0.142019325,0.127472809,-0.193645147,0.062369217,0.08659247
5/1997,-0.11830035,0.106621527,0.0840458,0.213412645,-0.096769499,-0.028150022,-0.184918103,-0.16225252
6/1997,-0.122389325,0.023489864,0.130906044,0.212344635,-0.125485134,0.005825818,-0.110289836,-0.051459957
7/1997,-0.199777919,0.096700957,0.035036755,0.156117244,-0.0644409,0.142084662,-0.209210857,0.029546806
8/1997,-0.229780517,0.074129948,0.128904832,-0.05150816,-0.083035587,0.072973415,0.160416537,-0.012406614
9/1997,-0.245452484,-0.009887046,0.028644625,0.085338141,-0.063385278,0.064134993,-0.029356672,0.098841439
10/1997,-0.298053066,0.084651529,-0.04380436,0.12156902,-0.151621484,0.059977337,0.042290445,-0.06444575
11/1997,-0.358433313,0.117335588,-0.120108225,0.078388369,-0.118590451,0.006972456,-0.025375215,-0.042618507
12/1997,-0.030740599,-0.011187973,-0.125651453,0.010005714,0.034725767,-0.06410952,-0.033538772,0.203452766
1/1998,-0.14428739,0.029212959,-0.082255592,0.163448187,-0.146435256,-0.005227339,-0.001847485,0.039787317
2/1998,-0.07083498,-0.037250589,0.009970923,0.165669746,0.046873577,-1.10E-02,-0.223308631,-0.107433451
3/1998,0.010476758,-0.064523472,-0.060869363,0.083539927,0.09038578,-8.25E-03,-0.120191431,0.077626472
4/1998,-0.180038964,-0.032980226,0.116471416,0.136531262,-0.018725083,-0.061375842,-0.129728972,0.132707283
5/1998,-0.116639649,-0.075262886,0.035992945,0.033153453,0.037578713,0.103991494,0.042953253,0.058615152
6/1998,0.259805776,-0.102554757,-0.26533132,0.105522175,0.15632018,-0.124489307,-0.056083961,0.270465208
7/1998,0.249798799,-0.243178117,0.053498237,0.150193988,0.192399011,-0.080045404,-0.124329192,0.119063715
8/1998,-0.479582316,0.238581402,-0.119671077,-0.008541675,-0.179389573,0.487931138,0.44938534,-0.137031578
9/1998,0.184645496,-0.142250934,-0.198793663,0.341293874,-0.125804945,-0.054812467,0.137463986,-0.070845808
10/1998,-0.006404486,-0.139709149,0.14010763,0.372184799,-0.139080355,0.148985552,0.239269706,-0.148143125
11/1998,-0.008669436,0.072108693,-0.092537631,0.082649526,0.281328851,0.049216006,-0.413748859,0.030958728
12/1998,-0.050926895,-0.049949506,0.047084384,0.270182525,0.094610371,0.04618215,-0.077087726,0.069681534
1/1999,-0.067876025,-0.017175943,0.130188072,0.172863268,0.145999631,0.104206194,-0.078725364,-0.036358452
2/1999,-0.187953762,0.113934124,-0.201020269,-0.009181763,0.196409318,0.161347578,-0.132673868,0.097586196
3/1999,-0.003872449,-0.191589736,0.153862814,-0.052694932,0.20713823,-0.064931037,-0.032119895,0.058553292
4/1999,-0.018441396,-0.263360656,0.360459759,0.189294933,0.002582801,-0.013189415,0.051434313,0.111387277
5/1999,-0.230401728,0.317551436,-0.350834077,-0.040683767,0.208660608,0.132938561,-0.102441753,-0.11691227
6/1999,0.024019613,-0.059741588,-0.059255557,-0.136508723,0.320452082,-0.102636458,-0.04270984,0.058461658
7/1999,-0.164578754,-0.159284143,0.216840269,0.172662207,-0.015153177,-0.085047151,-0.020142749,0.031635004
8/1999,-0.222193852,0.043598004,-0.043601043,-0.031398392,0.10629724,0.007400364,0.183799771,-0.095375743
9/1999,0.051562786,-0.196370576,0.061986663,0.046003569,0.063552696,-0.217451374,-0.015601074,-0.16544917
10/1999,-0.425519798,0.248177514,-0.194699416,-0.043470391,0.034985485,0.124962194,0.13210591,-0.12571991
11/1999,-0.220917661,0.018874434,0.020455818,0.13247278,0.0378717,-0.114169675,-0.241507677,0.049728377
12/1999,-0.354704375,0.036511779,0.090301141,0.047589561,0.083477525,0.022261855,-0.008589716,0.024164326
1/2000,-0.215982799,-0.065942998,-0.023067447,-0.037605535,0.178444276,-0.183219833,-0.182102623,-0.129471316
2/2000,-0.109946873,-0.164576714,0.097568861,-0.087364842,0.133392027,-0.124397662,0.082572681,0.219039952
3/2000,-0.221387794,-0.066606908,0.093454842,0.125392893,-0.037382268,-0.037366335,0.009863074,0.010414982
4/2000,-0.211068203,0.40143378,-0.600229426,0.111361551,-0.017264837,-0.00081235,-0.01105804,-0.100482103
5/2000,0.089513455,-0.293788356,0.03937073,-0.381933206,0.30188938,0.044942005,0.153962809,0.273345587
6/2000,-0.049111303,-0.320501373,0.34691409,0.239400912,-0.234019223,-0.017448881,-0.019800828,-0.296981782
7/2000,0.142867301,0.088012808,-0.395086758,0.000701677,0.029601134,-0.061870952,-0.064384564,-0.094780857
8/2000,0.267754883,-0.045731882,-0.357593053,0.053454141,0.094809792,-0.068701961,-0.057145085,0.057588508
9/2000,-0.120593027,-0.333578736,0.487997107,0.003069822,-0.029105972,0.168996163,0.146689845,0.081947241
10/2000,0.198137084,0.00693988,-0.523460077,-0.081519099,0.109999705,-0.112507367,0.054035374,-0.018980408
11/2000,0.138863384,-0.216485833,-0.094644789,0.011904439,0.067254634,-0.005743804,0.113480843,0.121272705
12/2000,0.2935765,-0.181153627,-0.100697172,0.325710734,-0.121239645,0.088140932,0.217104971,-0.003921179
1/2001,0.48177248,-0.363334412,0.115127995,0.329120757,-0.035154732,0.052631925,0.145921518,-0.054640581
2/2001,0.427843355,-0.063224273,-0.397664406,0.124302196,0.18315389,0.148344226,0.069476222,0.106148427
3/2001,0.444606408,-0.079410679,-0.393925178,0.088127523,0.084584978,0.09212239,0.361002384,0.100316967
4/2001,0.512410171,-0.245276683,0.148905187,0.095515655,0.239820105,0.133994022,0.238698225,0.065467785
5/2001,0.435929879,-0.179255516,0.217064526,0.149535781,0.330695951,0.179298992,-0.227734351,-0.102604627
6/2001,0.559052448,0.088552486,-0.299086029,0.179512417,0.272167231,0.072510221,0.114565673,0.029366652
7/2001,0.44514763,0.19585784,-0.306556704,0.064789675,0.388163395,0.071574272,0.082122102,-0.10803308
8/2001,0.484120589,-0.220916166,0.257925037,0.189942002,0.267340106,0.180222055,0.236195754,-0.055749858
9/2001,0.589573872,-0.051545139,-0.049265537,0.279487756,0.043765868,-0.240671052,0.977357658,-0.049393598
10/2001,0.582061832,0.328904281,-0.342077217,0.255574687,0.448848543,0.496839811,-0.341026957,0.128504325
11/2001,0.57129319,0.070976928,0.249827233,0.25228463,0.393969091,0.127747897,0.194707566,-0.070215784
12/2001,0.38163961,0.22015793,0.079535311,0.089952195,0.429576428,0.133425514,0.112187319,-0.160316347
1/2002,0.173849277,0.106280848,0.341371446,0.089414737,0.336532673,0.210407717,0.169904924,-0.009938601
2/2002,0.153364414,0.08296737,0.088335899,0.087233238,0.392715224,-0.036249873,0.133072241,0.017975144
3/2002,0.008042068,0.085855034,0.438215643,-0.001648593,0.401633033,0.102145577,0.018548957,-0.186393477
4/2002,0.106597769,0.126448538,0.130742083,0.044293755,0.241103394,0.083051635,0.219029523,-0.180142837
5/2002,0.029246752,0.318439082,-0.178839964,0.161480273,0.233989257,-0.030305786,0.139624079,-0.333800446
6/2002,-0.084491809,0.171753525,0.111510313,0.158418167,0.13151144,0.039623146,0.392017702,-0.150110983
7/2002,0.166211337,-0.040167426,0.033826206,0.144553958,0.115419487,-0.208032302,0.491002454,-0.229286465
8/2002,0.140109651,0.059381619,0.091305545,0.171838403,0.164489738,0.021898626,0.047367727,-0.039910879
9/2002,0.177889761,-0.016188504,-0.09890495,0.107448641,0.198147672,-0.063923467,0.254098931,-0.10652757
10/2002,0.156734174,-0.046881622,0.048876308,0.050308833,0.259957424,-0.03083971,0.183295775,-0.062627642
11/2002,0.145848384,0.247401284,0.021018862,0.329702184,0.207147816,0.164022708,0.015307727,-0.164919666
12/2002,0.28275283,-0.054853312,-0.022594054,0.110439024,0.365138895,-0.132701028,0.046397956,-0.138717704
1/2003,-0.135836026,-0.071652783,0.444504788,0.193060019,0.16573251,0.05662386,0.236240531,-0.147590292
2/2003,0.231414017,-0.10845332,0.062229772,0.076069035,0.180098597,-0.042300867,0.368141866,-0.170795039
3/2003,0.21782451,0.155478469,-0.187149484,0.152838775,0.263108811,0.085232386,-0.047354712,-0.164258168
4/2003,0.390043919,0.420281416,-0.68346444,0.200739179,0.469275302,-0.072478224,-0.267245814,-0.086805825
5/2003,0.155747653,-0.047142989,0.372927914,0.512453341,0.092928953,-0.011674077,-0.079948561,-0.372972339
6/2003,0.115827305,-0.178449177,0.470659695,0.306268843,0.194365157,0.195662182,0.007753997,-0.091563713
7/2003,-0.001168532,0.051178245,0.060661706,-0.10093357,0.466816266,0.177982589,0.187219661,0.003271065
8/2003,0.01211887,-0.013740702,0.152269386,-0.029488721,0.433522497,-0.151862867,0.074536849,-2.53E-03
9/2003,-0.134699785,0.12909449,0.04151377,0.18389775,0.215773331,0.128568686,-0.060283704,-0.245117194
10/2003,-0.09844095,0.172305721,-0.175540037,0.276649017,0.188794839,-0.234769793,-0.107362536,-0.434910984
11/2003,-0.253171747,0.136358397,0.163368218,0.139089431,0.203434831,0.045755511,0.146176203,-0.257953772
12/2003,-0.11225078,-0.087045607,0.243441302,0.193878463,0.207910934,-0.247159884,0.075255994,-0.254351395
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,